contract,trading_day,event_count,closed_by_opposing_event_count,stop_loss_count,unresolved_count,closed_by_opposing_event_rate,stop_loss_rate,unresolved_rate,average_R,total_R,expectancy_R
NQZ21-CME,2021-10-13,9392,6667,2725,0,0.7098594548551959,0.2901405451448041,0.0,-0.10317939414322357,-969.0608697931557,-0.10317939414322357
NQZ21-CME,2021-10-14,9508,6768,2740,0,0.7118216238956668,0.28817837610433317,0.0,-0.07758588740888932,-737.6866174837196,-0.07758588740888932
NQZ21-CME,2021-10-17,9416,6643,2773,0,0.7055012744265081,0.29449872557349194,0.0,-0.0652812114495529,-614.6878870089902,-0.0652812114495529
NQZ21-CME,2021-10-18,8501,6028,2473,0,0.7090930478767203,0.2909069521232796,0.0,-0.08126860904448208,-690.8644454871421,-0.08126860904448208
NQZ21-CME,2021-10-19,8952,6393,2559,0,0.714142091152815,0.285857908847185,0.0,-0.09429506461769391,-844.1294184575959,-0.09429506461769391
NQZ21-CME,2021-10-20,8275,5944,2331,0,0.7183081570996979,0.28169184290030214,0.0,-0.07486713018658385,-619.5255022939814,-0.07486713018658385
NQZ21-CME,2021-10-21,12239,8672,3567,0,0.7085546204755291,0.29144537952447097,0.0,-0.08970065857807884,-1097.846360337107,-0.08970065857807884
NQZ21-CME,2021-10-24,9322,6769,2553,0,0.7261317313881142,0.27386826861188585,0.0,-0.023295689314006,-217.16241578516392,-0.023295689314006
NQZ21-CME,2021-10-25,12253,8853,3400,0,0.7225169346282543,0.2774830653717457,0.0,0.012240421901929241,149.98188956433899,0.012240421901929241
NQZ21-CME,2021-10-26,12873,9175,3698,0,0.7127320748854191,0.2872679251145809,0.0,-0.04629813971488648,-595.9959525497336,-0.04629813971488648
NQZ21-CME,2021-10-27,11808,8483,3325,0,0.7184112466124661,0.28158875338753386,0.0,-0.03994856900050725,-471.71270275798963,-0.03994856900050725
NQZ21-CME,2021-10-28,10996,7797,3199,0,0.7090760276464169,0.29092397235358314,0.0,-0.1035321092058084,-1138.4390728270691,-0.1035321092058084
